varx_ig,varx_lrp,varx,clue,infoshap
0.27913797174666527,0.24760020369469452,0.3694059926608978,60.8072815947708,2.5753978416705228
0.3932422235816156,0.057626401896525,0.4391769690251353,44.79082381158929,2.2990896646447863
0.28573142887755837,0.038504295399880636,0.4361169605063523,61.58457577251142,1.8263531483432065
0.33096574598378853,1.267791580801473,0.6693383741846893,79.13341643770649,3.1658783929961243
0.2349477556843263,0.1600382511404824,0.47122530993729717,28.03061836762006,3.1434584488359794
0.3666406124483945,0.19801555437685914,0.5047702768656634,43.93034815326157,2.302206293592139
0.13495920308775824,0.023510270381683986,0.5578693642809582,92.79654149557776,1.9309264846702867
0.21221902797695696,0.167527949490207,0.3306613889276904,108.52708303721268,2.493176289046183
0.20821380985283325,0.6018200235027489,0.5804802485058185,59.37618461001175,3.7068231085897776
0.24763841796195893,0.45776760561196367,0.5189446907102735,33.09431340997291,2.4573707917671057
0.24622912004439548,0.04019334686607632,0.27843085366316767,49.433661251208434,2.1315211934800873
0.36019969440138144,0.24826568583941547,0.6207773084109676,55.19896707655375,2.5048786564248773
0.16230399333094872,0.011071959704944647,0.41096921406422476,91.18320499822431,2.6723047182254107
0.38418328623516335,10.601451602556539,0.9111123594532922,38.40872276741429,3.2186019798301078
0.4463711873339192,0.07561592737670485,0.33976258063303727,118.30822832737923,3.7524792212851925
0.20822333959632133,0.06788853754329933,0.36214968684198573,77.26486704708118,1.639854587933044
0.1734414050924218,0.05981836747502234,0.36985385687042505,63.57275299936831,2.1935489516557336
0.1907751342484842,0.024614506887901764,0.32349911365776146,63.58755538541786,2.2555240273869073
0.36595480717967693,1.1271417147558194,0.4743371528020131,40.97198686241045,2.2032604950530903
0.1391595564968267,0.011054676889093177,0.34937824169165344,47.816204683619965,2.5299126697462695
0.1901918813359016,0.08774177901336917,0.4822416678722188,64.553941465542,2.534877180181274
0.3471104544623226,1.1722078406199308,0.6893190483608469,24.086105900134502,3.6360911156016447
0.20644649752441024,0.00933765674680628,0.38165785400883884,36.185594011228375,2.603462716395596
1.647028895196557,7.502599040793532,0.7922609338191363,46.380935555828565,3.0124621622865186
0.2958747244923796,0.49749326480447453,0.5707768673635552,39.35691488114136,2.317666344154297
0.3946751339039171,63894.743686050766,1.5761526813393656,88.45355072133992,3.000993539817492
0.209634434189569,0.12145999853401934,0.4771541110603283,71.98239193587496,2.6307104398801338
0.2559399631010608,0.6238736877454025,0.4102441766418412,42.1691653696293,2.5233844580812606
0.16366082378120966,0.1982736375134291,0.3454053995812119,46.84211180029517,1.808401130389306
0.20800136568200117,0.06659630519992936,0.47044285197791197,58.932375178977715,2.53372333785012
0.2808412970550175,0.23218467115282265,0.5593372551332768,32.20518382943152,3.2991228113068276
0.3808541413932369,0.014071955734584746,0.4631769897851559,39.21386267393893,2.901186974471508
0.21604920428175425,0.5290695447498457,0.5340617740728282,45.228891048242886,1.735319974463851
0.1684598346881231,0.18207861023841243,0.37412780505445836,34.7049046080834,2.535688806577624
0.7416742816362831,0.054980204668103855,0.4341115183484728,84.05081659209387,2.1726736247903453
0.2639805935785597,0.9993484693547142,0.6212449730772188,34.21594968731783,2.4693307956966577
0.28001322158826053,0.02720109162342116,0.37983335547326175,73.58078859857154,2.26259555508647
0.2297178727404698,1.868854725500783,0.5936384980011509,50.87076725800305,2.078259091294539
1.212215847842645,2.263376338698534,0.6256066678226974,26.3974986158409,2.2474397464982254
0.4121650785713355,0.25091805714068066,0.6819984704960999,57.37458015538089,2.4072141519114743
0.4695309420943162,0.08610292580049986,0.5261547795747843,73.26745433954964,2.308451009279225
0.24444792470548388,0.23930412126947778,0.507477877517719,98.93695057111279,1.7064979975239012
0.1795083063247711,0.25013597054113385,0.5487902643649101,49.74573087847309,3.0509760604209935
0.2553794432821879,0.1759498416346546,0.3983418844243644,44.71382612312206,2.040312687890915
0.8570975070590353,0.495588671273033,0.5863433101154203,24.367306217249876,2.15252993720746
0.2557869454073631,0.1723598439884043,0.3953510209494514,53.01159360834688,3.0499656650965323
0.22731865794132758,0.16388405271485268,0.3964514587747629,45.29793116040616,3.134707462126266
0.5104066982951309,0.348078104015494,0.5361340740882037,59.81612234352637,3.3598611839251076
0.3088408085675269,0.7608382930400064,0.5296312646760297,35.1743830486611,2.684487263968419
0.502264384279806,1.233799689305762,0.7289977129458926,40.92547448758735,2.296720361450939
0.22058110352860816,0.9358253880020525,0.69477424283812,37.28131678885985,3.722833058424648
0.1683817835345696,0.3446915819165194,0.6642434022050552,45.64064199428793,2.239146215711387
0.1808661300587991,0.010718016379594079,0.3476389526330952,48.51032549317654,2.3750008828929423
0.31728588004024233,1.5472340972624279,0.5637327312208839,62.059677135620376,1.8583314146123031
0.21130532117634257,0.17699454439271642,0.32161493631655946,41.256932623051014,2.7475198161999326
0.3425602000892713,0.034210186500915306,0.4256985248376496,42.244757900365585,1.9904627110009754
0.26303556047519006,0.57003200521782,0.6343048192818762,70.32972753822767,2.685199147799125
0.33077015604340987,0.0493295834722134,0.3493087249185959,40.520535839098294,2.930566035376067
0.2539274782085991,0.03623526163913075,0.4125062485750964,50.50395474286605,2.4929200859662313
0.23794637865307705,0.020413404673764412,0.40848526818493003,48.67615742447883,2.6269279853016476
