varx,varx_ig,varx_lrp,infoshap,clue
1.6480322375672225,0.28465419495090344,0.29218618655586165,5.3380047334454215,9.600906728858655
4.904708832602369,1.6475938421245102,8.509689640630977,10.542347897761932,14.625502796062328
1.4556743976447155,2.0354767102031226,0.32204906017621626,4.367318970517482,8.408617563929079
2.019129567971316,0.4014400443673272,0.41078892216630486,10.559318469715864,9.34557899285113
4.231905256365847,9.075575812973755,0.6364031711260519,7.561604186047706,16.220616494307123
2.257145279221108,0.24875675061568286,2.814986868151431,5.731034719846544,8.63188683257936
8.86837800543938,3.1320067866636134,113.78147734032396,5.24729247431871,8.401191685315679
4.0881010461084735,1.5154765955219034,13.455731144144233,6.222950513546203,13.81221959053953
2.002445309487245,0.7716378178861432,0.4770074090253204,9.277329614790103,10.005135781967976
1.9551252122918599,0.18671408288945088,0.07864569617898448,3.4880490765251575,8.639601996157701
3.8180631387328487,2.420140865817783,3.2056283963357486,4.742729125508075,9.52824884676505
2.4023245191976446,2.796299936066395,3.1375808106604866,6.13835352172021,8.440370592005797
2.989120032184168,2.432907230223774,2.4686631884390144,11.970412874619516,17.48713480209992
2.7013082279513307,1.3262314420531218,7.799279222956286,4.738889167634796,9.529702323537633
6.014511431838432,3.0949190659087873,65.81680607008585,7.888329598929971,8.474457829280798
3.347544328245841,2.4801217677305742,10.338299254928696,8.215001344926302,14.347265911554313
2.0372903700147975,0.7420276510270232,0.42065792965583015,4.058738500247518,8.946143070093406
2.6709511770278698,1.5042009831171872,0.5183743986949217,11.335149236454374,10.084474587920777
3.045412549779014,1.4880128489581381,20669.103340969614,11.993473040640621,10.451093130852078
7.035701293654179,4.736322522676967,13.670809170510045,11.426087553383665,8.801209983636733
1.8057195462006843,1.571418169241374,1.8801182633248488,13.649696488708365,8.506496031775683
2.0188452592360573,0.479009367132902,1.2232790602959087,9.683067006091663,11.119820519359198
2.4942447853836063,0.43232363593853473,0.7041187110247141,4.330261642195759,11.779104722146569
1.190976709645017,0.7347065415518317,0.21328189881480003,4.002740806459011,9.78509423511187
4.627039667660287,1.7923035291137464,34.70618072856915,9.709350978843972,9.884957375153624
3.3610708025205214,0.2226911542936471,0.12420705273771106,7.402769297513866,10.228829397193142
2.01689540274905,0.33505090668325443,0.13072265039051634,5.429206759797522,8.572238782274617
4.0274253412288985,1.0890246999944682,13224.301875857724,9.368199132423273,8.42105499903612
2.4515438574807655,0.49132960759837074,1.3992318716566117,6.382466340437413,9.189736353243209
1.5612037022598224,0.8988405366080782,2.5019133936960762,8.569434207215316,9.849421656165786
2.7545090721632524,2.487248170858234,1.1753050810047856,7.282941733924036,9.090545068220308
2.1756887060156966,1.1499670191037143,971.3400843826851,8.185827357417233,9.383801900282121
7.20043470641539,3.199792642695292,83.42886355565219,17.551222113160375,14.040684053318865
2.523953643973702,0.7581698140222252,1.1670467135703804,7.284097717046865,10.663943534647316
3.436225346280536,1.0359834569342947,4614.842129422766,10.281080198351388,10.246463854065265
2.515030009467726,0.12811322309252898,0.7845452258178861,5.435424982438601,9.95357557367493
1.3435330893841773,0.2664270594752561,0.2788924353609145,20.583249856267102,8.559507287377556
2.1920408738658574,0.8466628485014939,0.11299417657586994,4.389063242649903,14.033001561362266
2.8905163211551894,0.8177686942112888,2.7223009015329986,5.415674831002192,8.445949957670917
2.308842433770077,0.4248065040780536,1.217490369370017,8.630397334140962,8.531862081589198
3.950572723799148,4.257201507287826,231.47188378865206,5.289995141562329,8.526248713699685
3.143218922968606,1.7330078484321008,0.40603612195983235,8.478518037572796,8.763163094782803
2.3328372948660134,0.8260868713523325,9.95594921619362,6.697914672940056,9.239685820600812
5.576068946524839,1.8990185364066674,177.46984633753448,5.96786938150475,8.925018213433543
