,y_preds,y_uncertainty,response,noise_std_test,sq_error,distance_from_mean,cummulative_sq_error
1267,-1.278087,0.9362495,-1.3649595,18.307877407506265,0.0075468312562500224,1.3013058736065999,0.0075468312562500224
1241,-1.075643,2.0269458,4.177228,26.96255945498725,27.59265374264101,1.0988618736065998,13.800100286948629
415,-1.0575817,1.0377141,-0.31095314,16.771406036544686,0.5574542066076736,1.0808005736066,9.385884926834978
335,-1.0489398,0.82582355,-1.5707927,16.845857160868412,0.2723304492384098,1.0721586736066,7.107496307435835
1251,-1.035114,1.2853638,0.8830989,10.263182484344687,3.67954072972641,1.0583328736066,6.42190519189395
827,-1.0046335,0.8672472,-0.34586015,16.31169901106894,0.4339823266702224,1.0278523736065999,5.4239180476899955
318,-0.9125251,0.94383025,2.5370984,25.876441023547468,11.89990229175225,0.9357439736066,6.349058653984604
539,-0.9038772,0.7112967,-1.1885597,4.442856110803232,0.08104412580625003,0.9270960736066001,5.565556837962309
1006,-0.8902075,0.8084395,-3.9885747,22.684546413621117,9.599879306035842,0.9134263736066001,6.0138148899704795
765,-0.83412594,0.47889388,-2.34832,12.603045545328689,2.2927836513392847,0.8573448136066,5.64171176610736
1292,-0.8322547,0.9491552,1.1326454,14.23615734982078,3.8608324029800096,0.8554735736066,5.479813642186691
1186,-0.82112926,0.87720585,0.24746342,11.307039804562642,1.1418903157495826,0.8443481336066,5.118320031650266
982,-0.8191011,1.1823103,-0.8190326,8.413413135103234,4.692250000003681e-09,0.8423199736066,4.724603106499649
950,-0.8116284,0.89105445,-2.1865299,8.995129691248286,1.8903541347022499,0.8348472736066,4.522156751371264
357,-0.8088231,0.582558,-0.78977406,6.249604473040543,0.00036286592492159854,0.8320419736066,4.220703825674841
1091,-0.7913106,0.90364546,-0.5350799,11.471762154021,0.06565417162248996,0.8145294736066,3.9610132222965686
1210,-0.77924573,0.5218892,-1.1300797,3.5721584940264237,0.12308447450596094,0.8024646036066,3.7352527077206505
809,-0.77573335,0.57318574,-0.93083864,6.240920092125281,0.02405765098598412,0.7989522236066,3.5290752045687244
478,-0.7681722,1.5484939,-0.19011556,5.875668108703678,0.3341494790480896,0.7913910736066,3.3609212190150064
1171,-0.76220423,0.78944564,-0.77458555,11.024508012652102,0.00015329708494239797,0.7854231036066001,3.192882822918503
1235,-0.7538065,0.5220269,-0.9886977,1.4750663120326082,0.05517387583743998,0.7770253736066001,3.0434681111527384
22,-0.7482399,0.8174171,-0.41027665,1.3497977468273177,0.11421915835056246,0.7714587736066,2.910320431479912
1157,-0.74066764,0.52929157,-1.0524468,0.9702253271754142,0.09720624461030564,0.7638865136066,2.7880111190073205
1422,-0.740133,1.5687195,-1.3498832,12.51324829878224,0.37179530640004005,0.7633518736066001,2.687335460148684
1145,-0.738223,0.6277342,-1.2011831,7.271740511161629,0.21433205419200999,0.7614418736066,2.588415323910417
952,-0.73619,0.8866975,0.529883,8.656646456684824,1.602940841329,0.7594088736066,2.550512459195747
